id,function,function_num
WP_001277142.1 MULTISPECIES: acyl-CoA thioesterase YigI [Enterobacteriaceae],no_hit,11
WP_001277224.1 DUF167 family protein YggU [Escherichia coli],no_hit,11
WP_001277561.1 MULTISPECIES: serine O-acetyltransferase [Enterobacteriaceae],other,6
WP_001277793.1 succinyl-diaminopimelate desuccinylase [Escherichia coli],no_hit,11
WP_001277943.1 MULTISPECIES: DUF5405 family protein [Escherichia],dna_rna_and_nucleotide_metabolism,4
WP_001278239.1 mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_001278460.1 hypothetical protein [Escherichia coli],unknown_function,9
WP_001278478.1 FAD-dependent oxidoreductase [Escherichia coli],head_and_packaging,5
WP_001278605.1 MULTISPECIES: CNNM family magnesium/cobalt transport protein CorC [Enterobacteriaceae],no_hit,11
WP_001278725.1 HTH-type transcriptional regulator PuuR [Escherichia coli],transcription_regulation,7
"WP_001278878.1 cob(I)yrinic acid a,c-diamide adenosyltransferase [Escherichia coli]",other,6
WP_001278932.1 flagellar biosynthesis protein FlhB [Escherichia coli],no_hit,11
WP_001279080.1 MULTISPECIES: hypothetical protein [Enterobacterales],no_hit,11
WP_001279688.1 MFS transporter [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001279752.1 MULTISPECIES: putative transporter [Enterobacteriaceae],tail,2
WP_001280118.1 MULTISPECIES: phosphoribosyltransferase domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001280192.1 MULTISPECIES: xanthine/proton symporter XanQ [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001280341.1 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA [Escherichia coli],no_hit,11
WP_001280481.1 MULTISPECIES: DUF4942 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001280650.1 MULTISPECIES: putative adenosine monophosphate-protein transferase Fic [Enterobacteriaceae],no_hit,11
WP_001280776.1 MULTISPECIES: thioredoxin TrxA [Gammaproteobacteria],no_hit,11
WP_001280821.1 multidrug transporter subunit MdtD [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001280929.1 MULTISPECIES: hypothetical protein [Escherichia],unknown_function,9
WP_001280945.1 MULTISPECIES: DNA-binding transcriptional regulator [Enterobacteriaceae],transcription_regulation,7
WP_001281188.1 hypothetical protein [Escherichia coli],no_hit,11
WP_001281251.1 MULTISPECIES: DNA topoisomerase (ATP-hydrolyzing) subunit A [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001281372.1 MULTISPECIES: 3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase [Enterobacteriaceae],no_hit,11
WP_001281881.1 MULTISPECIES: DNA topoisomerase IV subunit A [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001281927.1 MULTISPECIES: undecaprenyl-diphosphate phosphatase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001282098.1 MULTISPECIES: flagellar motor switch protein FliN [Enterobacteriaceae],no_hit,11
WP_001282281.1 MULTISPECIES: ribonuclease T [Enterobacteriaceae],no_hit,11
WP_001282321.1 pyridoxamine 5'-phosphate oxidase [Escherichia coli],no_hit,11
WP_001282345.1 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE [Escherichia coli],no_hit,11
WP_001282516.1 MULTISPECIES: oxidoreductase [Enterobacteriaceae],no_hit,11
WP_001282715.1 flagellar assembly protein FliH [Escherichia coli],unknown_function,9
WP_001283038.1 hypothetical protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_001283153.1 MULTISPECIES: DNA breaking-rejoining protein [Bacteria],tail,2
"WP_001283251.1 RNA 2',3'-cyclic phosphodiesterase [Escherichia coli]",unknown_function,9
WP_001283421.1 MULTISPECIES: excinuclease ABC subunit UvrC [Enterobacterales],dna_rna_and_nucleotide_metabolism,4
WP_001283490.1 MULTISPECIES: oxalyl-CoA decarboxylase [Enterobacteriaceae],head_and_packaging,5
WP_001283590.1 MULTISPECIES: tRNA pseudouridine(38-40) synthase TruA [Enterobacteriaceae],no_hit,11
"WP_001283704.1 1,4-alpha-glucan branching enzyme [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
WP_001283921.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_001284618.1 MULTISPECIES: peptide-methionine (R)-S-oxide reductase MsrB [Enterobacteriaceae],other,6
WP_001284688.1 EscU/YscU/HrcU family type III secretion system export apparatus switch protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001284954.1 MULTISPECIES: winged helix-turn-helix domain-containing protein [Pseudomonadota],no_hit,11
WP_001284958.1 Hcp family type VI secretion system effector [Escherichia coli],unknown_function,9
WP_001285288.1 MULTISPECIES: glutamate 5-kinase [Enterobacteriaceae],no_hit,11
WP_001285344.1 phage tail protein I [Escherichia coli],tail,2
WP_001285446.1 MULTISPECIES: amino acid permease [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001285523.1 ABC transporter ATP-binding protein [Escherichia coli],integration_and_excision,10
WP_001285587.1 type IV toxin-antitoxin system cytoskeleton bundling-enhancing antitoxin CbeA [Escherichia coli],no_hit,11
WP_001285675.1 RNase AM [Escherichia coli],no_hit,11
WP_001285834.1 MULTISPECIES: D-alanyl-D-alanine dipeptidase [Enterobacteriaceae],no_hit,11
WP_001285914.1 MULTISPECIES: 2-methylcitrate synthase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001286216.1 MULTISPECIES: gamma carbonic anhydrase family protein [Enterobacterales],no_hit,11
"WP_001286658.1 colicin-D, partial [Escherichia coli]",no_hit,11
WP_001286714.1 phage tail sheath protein [Escherichia coli],tail,2
WP_001286832.1 isoleucine--tRNA ligase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_001287049.1 carnitine monooxygenase reductase subunit YeaX [Escherichia coli],no_hit,11
WP_001287136.1 glutamine--tRNA ligase [Escherichia coli],no_hit,11
WP_001287378.1 MULTISPECIES: histone-like nucleoid-structuring protein H-NS [Bacteria],no_hit,11
WP_001287420.1 MULTISPECIES: arabinose-5-phosphate isomerase GutQ [Enterobacteriaceae],no_hit,11
WP_001287450.1 YqaA family protein [Escherichia coli],lysis,1
WP_001287516.1 MULTISPECIES: transcription termination/antitermination protein NusG [Enterobacteriaceae],transcription_regulation,7
WP_001287748.1 FAD-dependent oxidoreductase [Escherichia coli],no_hit,11
WP_001288134.1 MULTISPECIES: formate hydrogenlyase subunit HycE [Enterobacteriaceae],no_hit,11
WP_001288364.1 protein YciZ [Escherichia coli],unknown_function,9
WP_001288545.1 purine ribonucleoside efflux pump NepI [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001288587.1 MULTISPECIES: F0F1 ATP synthase subunit delta [Enterobacteriaceae],no_hit,11
WP_001288845.1 chromosome partition protein MukF [Escherichia coli],no_hit,11
WP_001289110.1 RHS repeat-associated core domain-containing protein [Escherichia coli],no_hit,11
WP_001289184.1 aspartate-semialdehyde dehydrogenase [Escherichia coli],head_and_packaging,5
WP_001289657.1 MULTISPECIES: electron transport complex subunit RsxE [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001289673.1 hypothetical protein [Escherichia coli],no_hit,11
WP_001289717.1 DUF826 domain-containing protein [Escherichia coli],no_hit,11
WP_001290006.1 hypothetical protein [Escherichia coli],transcription_regulation,7
WP_001290122.1 MULTISPECIES: Xaa-Pro aminopeptidase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001290231.1 DUF826 domain-containing protein [Escherichia coli],no_hit,11
WP_001290322.1 MULTISPECIES: lysine-sensitive aspartokinase 3 [Enterobacteriaceae],no_hit,11
WP_001290706.1 MULTISPECIES: assimilatory sulfite reductase (NADPH) hemoprotein subunit [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001291216.1 MULTISPECIES: 23S rRNA pseudouridine(2605) synthase RluB [Enterobacteriaceae],no_hit,11
WP_001291268.1 MULTISPECIES: class I chromate reductase YieF [Enterobacteriaceae],no_hit,11
WP_001291435.1 MULTISPECIES: HHA domain-containing protein [Enterobacteriaceae],transcription_regulation,7
WP_001291603.1 MULTISPECIES: flagellar transcriptional regulator FlhC [Enterobacteriaceae],no_hit,11
WP_001291694.1 type III secretion system LEE export apparatus switch protein EscU [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001291788.1 MULTISPECIES: glycine--tRNA ligase subunit beta [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001291921.1 MULTISPECIES: formate hydrogenlyase assembly protein HycH [Enterobacteriaceae],no_hit,11
WP_001291990.1 MULTISPECIES: xanthine phosphoribosyltransferase [Enterobacteriaceae],no_hit,11
WP_001292415.1 MULTISPECIES: ornithine decarboxylase SpeF [Escherichia],dna_rna_and_nucleotide_metabolism,4
WP_001292456.1 pseudouridine-5'-phosphate glycosidase [Escherichia coli],no_hit,11
WP_001292676.1 MULTISPECIES: phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase [Enterobacteriaceae],no_hit,11
WP_001292812.1 MULTISPECIES: formate C-acetyltransferase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001293009.1 MULTISPECIES: cytosol nonspecific dipeptidase [Enterobacteriaceae],other,6
WP_001293282.1 MULTISPECIES: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Enterobacteriaceae],other,6
WP_001293341.1 MULTISPECIES: HslU--HslV peptidase ATPase subunit [Enterobacteriaceae],no_hit,11
WP_001293612.1 MULTISPECIES: histidine ABC transporter ATP-binding protein HisP [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001294212.1 MULTISPECIES: tRNA epoxyqueuosine(34) reductase QueG [Enterobacteriaceae],integration_and_excision,10
WP_001294533.1 helicase HerA-like C-terminal domain-containing protein [Escherichia coli],no_hit,11
WP_001294606.1 MULTISPECIES: methionine ABC transporter permease MetI [Enterobacteriaceae],no_hit,11
WP_001294772.1 DNA polymerase III subunit alpha [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_001295074.1 MULTISPECIES: lysine--tRNA ligase [Enterobacteriaceae],no_hit,11
WP_001295111.1 MULTISPECIES: high-affinity branched-chain amino acid ABC transporter permease LivH [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295162.1 MULTISPECIES: YccS/YhfK family putative transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295168.1 MULTISPECIES: GMP/IMP nucleotidase [Enterobacteriaceae],no_hit,11
WP_001295174.1 MULTISPECIES: DUF883 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001295176.1 MULTISPECIES: multidrug efflux MFS transporter permease subunit EmrB [Enterobacteriaceae],no_hit,11
WP_001295182.1 MULTISPECIES: 5'/3'-nucleotidase SurE [Enterobacteriaceae],tail,2
WP_001295207.1 MULTISPECIES: DUF1145 family protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295211.1 MULTISPECIES: DUF1175 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001295215.1 MULTISPECIES: damage-inducible type I toxin DinQ [Gammaproteobacteria],unknown_function,9
WP_001295224.1 MULTISPECIES: type I toxin-antitoxin system toxin Ldr family protein [Bacteria],unknown_function,9
WP_001295238.1 MULTISPECIES: xanthine/proton symporter XanP [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295241.1 MULTISPECIES: DUF1198 domain-containing protein [Enterobacteriaceae],no_hit,11
"WP_001295254.1 MULTISPECIES: guanosine-5'-triphosphate,3'-diphosphate diphosphatase [Enterobacteriaceae]",moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295255.1 MULTISPECIES: rho operon leader peptide RhoL [Bacteria],unknown_function,9
WP_001295256.1 MULTISPECIES: ECA polysaccharide chain length modulation protein [Enterobacteriaceae],no_hit,11
WP_001295260.1 MULTISPECIES: Sec-independent protein translocase subunit TatA [Enterobacteriaceae],lysis,1
WP_001295262.1 MULTISPECIES: IMPACT family protein [Enterobacteriaceae],no_hit,11
WP_001295263.1 MULTISPECIES: YihD family protein [Bacteria],no_hit,11
WP_001295270.1 MULTISPECIES: Z-ring associated protein ZapG [Gammaproteobacteria],no_hit,11
WP_001295272.1 MULTISPECIES: malate dehydrogenase [Enterobacteriaceae],no_hit,11
WP_001295275.1 MULTISPECIES: DUF2556 family protein [Enterobacteriaceae],unknown_function,9
WP_001295292.1 MULTISPECIES: glutathione S-transferase GstB [Enterobacteriaceae],no_hit,11
WP_001295296.1 MULTISPECIES: outer membrane protein OmpX [Enterobacteriaceae],no_hit,11
WP_001295297.1 MULTISPECIES: threonine/homoserine exporter RhtA [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
"WP_001295301.1 MULTISPECIES: GTP 3',8-cyclase MoaA [Enterobacteriaceae]",no_hit,11
"WP_001295305.1 MULTISPECIES: 2,3-diphosphoglycerate-dependent phosphoglycerate mutase [Enterobacteriaceae]",dna_rna_and_nucleotide_metabolism,4
WP_001295306.1 MULTISPECIES: peptidoglycan-associated lipoprotein Pal [Enterobacteriaceae],no_hit,11
WP_001295307.1 MULTISPECIES: Tol-Pal system beta propeller repeat protein TolB [Enterobacteriaceae],tail,2
WP_001295318.1 MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase [Enterobacteriaceae],no_hit,11
WP_001295322.1 MULTISPECIES: chaperedoxin [Gammaproteobacteria],no_hit,11
WP_001295324.1 MULTISPECIES: multidrug efflux RND transporter periplasmic adaptor subunit AcrA [Enterobacteriaceae],no_hit,11
WP_001295328.1 MULTISPECIES: nucleoside-specific channel-forming protein Tsx [Enterobacteriaceae],lysis,1
WP_001295329.1 MULTISPECIES: proline-specific permease ProY [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295332.1 MULTISPECIES: phosphate starvation-inducible protein PsiF [Gammaproteobacteria],lysis,1
WP_001295334.1 MULTISPECIES: DUF2754 domain-containing protein [Gammaproteobacteria],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295335.1 MULTISPECIES: hydrogen peroxide resistance inhibitor IprA [Enterobacteriaceae],no_hit,11
WP_001295337.1 MULTISPECIES: porphobilinogen synthase [Gammaproteobacteria],no_hit,11
WP_001295343.1 MULTISPECIES: outer membrane lipoprotein chaperone LolA [Enterobacteriaceae],no_hit,11
WP_001295352.1 MULTISPECIES: quinone-dependent dihydroorotate dehydrogenase [Enterobacteriaceae],no_hit,11
WP_001295356.1 MULTISPECIES: heat shock protein HspQ [Gammaproteobacteria],no_hit,11
WP_001295357.1 MULTISPECIES: polysaccharide export protein [Enterobacteriaceae],tail,2
WP_001295364.1 MULTISPECIES: RNA polymerase sigma factor RpoE [Enterobacteriaceae],no_hit,11
WP_001295369.1 MULTISPECIES: two-component system response regulator GlrR [Enterobacteriaceae],no_hit,11
WP_001295373.1 MULTISPECIES: cysteine desulfurase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001295377.1 MULTISPECIES: glycine cleavage system protein GcvH [Enterobacteriaceae],no_hit,11
WP_001295378.1 MULTISPECIES: UPF0149 family protein YgfB [Gammaproteobacteria],no_hit,11
WP_001295380.1 MULTISPECIES: biosynthetic arginine decarboxylase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001295383.1 MULTISPECIES: lysine decarboxylase CadA [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001295391.1 MULTISPECIES: cytochrome c nitrite reductase pentaheme subunit [Gammaproteobacteria],dna_rna_and_nucleotide_metabolism,4
WP_001295400.1 MULTISPECIES: tyrosine--tRNA ligase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001295403.1 MULTISPECIES: pyruvate kinase PykF [Enterobacteriaceae],other,6
WP_001295408.1 MULTISPECIES: metal-dependent hydrolase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295412.1 MULTISPECIES: deoxyribose-phosphate aldolase [Enterobacteriaceae],no_hit,11
WP_001295414.1 MULTISPECIES: molybdopterin adenylyltransferase [Enterobacteriaceae],no_hit,11
WP_001295424.1 MULTISPECIES: uridine kinase [Enterobacteriaceae],no_hit,11
WP_001295430.1 MULTISPECIES: DUF1456 family protein [Enterobacteriaceae],no_hit,11
WP_001295432.1 MULTISPECIES: D-alanyl-D-alanine endopeptidase [Enterobacteriaceae],no_hit,11
WP_001295442.1 MULTISPECIES: flagellar basal body L-ring protein FlgH [Enterobacteriaceae],tail,2
WP_001295445.1 MULTISPECIES: glucans biosynthesis glucosyltransferase MdoH [Enterobacteriaceae],no_hit,11
WP_001295447.1 MULTISPECIES: heme exporter protein CcmC [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295454.1 MULTISPECIES: Yip1 family protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295458.1 MULTISPECIES: two-component system response regulator YpdB [Gammaproteobacteria],dna_rna_and_nucleotide_metabolism,4
WP_001295467.1 MULTISPECIES: phosphoribosylaminoimidazolesuccinocarboxamide synthase [Enterobacteriaceae],no_hit,11
WP_001295469.1 MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase [Enterobacteriaceae],no_hit,11
WP_001295473.1 MULTISPECIES: uracil phosphoribosyltransferase [Enterobacteriaceae],no_hit,11
WP_001295476.1 MULTISPECIES: glycine zipper 2TM domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001295493.1 MULTISPECIES: RidA family protein [Enterobacteriaceae],no_hit,11
WP_001295496.1 MULTISPECIES: DUF2627 domain-containing protein [Bacteria],unknown_function,9
WP_001295499.1 MULTISPECIES: YebV family protein [Enterobacteriaceae],unknown_function,9
WP_001295500.1 MULTISPECIES: protein YebF [Gammaproteobacteria],lysis,1
WP_001295503.1 MULTISPECIES: crossover junction endodeoxyribonuclease RuvC [Enterobacteriaceae],no_hit,11
WP_001295515.1 MULTISPECIES: glutathione-dependent disulfide-bond oxidoreductase [Enterobacteriaceae],no_hit,11
WP_001295532.1 MULTISPECIES: cell division protein FtsW [Enterobacteriaceae],no_hit,11
WP_001295542.1 MULTISPECIES: M48 family metallopeptidase [Gammaproteobacteria],other,6
WP_001295543.1 MULTISPECIES: DUF1090 family protein YqjC [Enterobacteriaceae],transcription_regulation,7
WP_001295544.1 MULTISPECIES: protein YhaL [Pseudomonadota],no_hit,11
WP_001295548.1 MULTISPECIES: PTS N-acetylgalactosamine transporter subunit IID [Enterobacteriaceae],no_hit,11
WP_001295552.1 MULTISPECIES: SCP2 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001295556.1 MULTISPECIES: preprotein translocase subunit SecG [Enterobacteriaceae],lysis,1
WP_001295561.1 MULTISPECIES: sigma E protease regulator RseP [Enterobacteriaceae],no_hit,11
"WP_001295562.1 MULTISPECIES: (2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase [Enterobacteriaceae]",no_hit,11
WP_001295564.1 MULTISPECIES: iron-sulfur cluster insertion protein ErpA [Gammaproteobacteria],no_hit,11
WP_001295568.1 MULTISPECIES: YacC family pilotin-like protein [Enterobacteriaceae],no_hit,11
WP_001295575.1 MULTISPECIES: L-threonylcarbamoyladenylate synthase [Enterobacteriaceae],no_hit,11
WP_001295576.1 MULTISPECIES: type I DNA topoisomerase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001295585.1 MULTISPECIES: phage shock protein PspD [Gammaproteobacteria],no_hit,11
WP_001295587.1 MULTISPECIES: transcriptional regulator TyrR [Enterobacteriaceae],no_hit,11
WP_001295593.1 MULTISPECIES: universal stress protein UspF [Enterobacteriaceae],other,6
WP_001295597.1 MULTISPECIES: nucleoside recognition domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001295616.1 MULTISPECIES: membrane-bound lytic murein transglycosylase EmtA [Enterobacteriaceae],lysis,1
WP_001295627.1 MULTISPECIES: zinc transporter ZupT [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295633.1 MULTISPECIES: adenosylcobinamide-GDP ribazoletransferase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001295641.1 MULTISPECIES: flagellar motor switch protein FliM [Enterobacteriaceae],no_hit,11
WP_001295642.1 MULTISPECIES: lipoprotein YedD [Enterobacteriaceae],other,6
"WP_001295646.1 MULTISPECIES: alpha,alpha-trehalose-phosphate synthase [Enterobacteriaceae]",no_hit,11
WP_001295676.1 MULTISPECIES: CopG family transcriptional regulator [Bacteria],unknown_function,9
WP_001295681.1 MULTISPECIES: LPS export ABC transporter permease LptG [Enterobacteriaceae],no_hit,11
WP_001295689.1 MULTISPECIES: YjcB family protein [Bacteria],lysis,1
WP_001295715.1 MULTISPECIES: DUF333 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001295734.1 MULTISPECIES: N-acetylneuraminic acid outer membrane channel NanC [Enterobacteriaceae],unknown_function,9
WP_001295770.1 MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ [Enterobacteriaceae],no_hit,11
WP_001295932.1 MULTISPECIES: YcbK family protein [Enterobacteriaceae],connector,3
WP_001295978.1 MULTISPECIES: head decoration protein [Gammaproteobacteria],head_and_packaging,5
WP_001295992.1 MULTISPECIES: YcgL domain-containing protein [Enterobacteriaceae],no_hit,11
WP_001296096.1 MULTISPECIES: division septum protein Blr [Bacteria],unknown_function,9
WP_001296104.1 MULTISPECIES: YdiH family protein [Enterobacteriaceae],transcription_regulation,7
WP_001296134.1 MULTISPECIES: manganese efflux pump MntP [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001296140.1 MULTISPECIES: YebW family protein [Gammaproteobacteria],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001296310.1 MULTISPECIES: nucleotide exchange factor GrpE [Enterobacteriaceae],head_and_packaging,5
WP_001296424.1 MULTISPECIES: cell surface composition regulator GlgS [Gammaproteobacteria],unknown_function,9
WP_001296448.1 MULTISPECIES: outer membrane lipid asymmetry maintenance protein MlaD [Enterobacteriaceae],tail,2
WP_001296623.1 MULTISPECIES: septal ring assembly protein ZapB [Enterobacteriaceae],unknown_function,9
WP_001296646.1 MULTISPECIES: DUF485 domain-containing protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001296681.1 MULTISPECIES: primosomal replication protein N [Gammaproteobacteria],dna_rna_and_nucleotide_metabolism,4
WP_001296693.1 MULTISPECIES: pyr operon leader peptide [Gammaproteobacteria],unknown_function,9
WP_001296758.1 MULTISPECIES: type 1 fimbrial major subunit FimA [Enterobacterales],no_hit,11
WP_001296785.1 MULTISPECIES: protein YhiY [Gammaproteobacteria],unknown_function,9
WP_001296790.1 MULTISPECIES: 4Fe-4S binding protein [Enterobacteriaceae],transcription_regulation,7
WP_001296808.1 MULTISPECIES: inner membrane protein YiaA [Enterobacteriaceae],lysis,1
WP_001296814.1 MULTISPECIES: MgtC/SapB family protein [Gammaproteobacteria],no_hit,11
WP_001296937.1 MULTISPECIES: superoxide dismutase [Cu-Zn] SodC [Enterobacteriaceae],no_hit,11
WP_001296943.1 MULTISPECIES: transcriptional regulator SlyA [Enterobacteriaceae],transcription_regulation,7
WP_001296991.1 MULTISPECIES: DNA-binding transcriptional regulator CecR [Gammaproteobacteria],other,6
WP_001297003.1 MULTISPECIES: DNA-binding transcriptional regulator RcdA [Enterobacteriaceae],no_hit,11
WP_001297052.1 MULTISPECIES: quinoprotein glucose dehydrogenase [Enterobacteriaceae],no_hit,11
WP_001297064.1 MULTISPECIES: superoxide dismutase [Mn] [Enterobacteriaceae],no_hit,11
WP_001297068.1 MULTISPECIES: fatty acid biosynthesis protein FabY [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001297114.1 MULTISPECIES: oligopeptide ABC transporter substrate-binding protein OppA [Enterobacteriaceae],no_hit,11
WP_001297164.1 MULTISPECIES: putrescine aminotransferase [Enterobacteriaceae],no_hit,11
WP_001297375.1 MULTISPECIES: DNA repair protein RadC [Enterobacteriaceae],other,6
WP_001297389.1 MULTISPECIES: MFS transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001297404.1 MULTISPECIES: protein YqgG [Bacteria],unknown_function,9
WP_001297406.1 MULTISPECIES: acid stress response protein YqgB [Enterobacteriaceae],unknown_function,9
WP_001297412.1 MULTISPECIES: pyridoxine 5'-phosphate synthase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001297514.1 MULTISPECIES: glutathione-regulated potassium-efflux system ancillary protein KefG [Enterobacteriaceae],no_hit,11
WP_001297636.1 MULTISPECIES: catalase/peroxidase HPI [Enterobacteriaceae],no_hit,11
WP_001297640.1 MULTISPECIES: GTPase [Enterobacteriaceae],other,6
WP_001297933.1 MULTISPECIES: chorismate synthase [Enterobacteriaceae],no_hit,11
WP_001297977.1 MULTISPECIES: L-lactate permease [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001298109.1 MULTISPECIES: ribose-phosphate diphosphokinase [Enterobacteriaceae],no_hit,11
"WP_001298241.1 MULTISPECIES: selenide, water dikinase SelD [Enterobacteriaceae]",other,6
WP_001298520.1 MULTISPECIES: glycine betaine/L-proline transporter ProP [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001298717.1 MULTISPECIES: acid-activated periplasmic chaperone HdeB [Gammaproteobacteria],no_hit,11
WP_001298740.1 MULTISPECIES: polyribonucleotide nucleotidyltransferase [Enterobacteriaceae],no_hit,11
WP_001298814.1 MULTISPECIES: glutamate-putrescine ligase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001298933.1 MULTISPECIES: pyruvate/proton symporter BtsT [Gammaproteobacteria],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001299100.1 MULTISPECIES: hydrogenase maturation nickel metallochaperone HypA [Gammaproteobacteria],dna_rna_and_nucleotide_metabolism,4
WP_001299172.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],unknown_function,9
WP_001299283.1 MULTISPECIES: threonine-rich inner membrane protein GfcA [Enterobacteriaceae],head_and_packaging,5
WP_001299351.1 MULTISPECIES: tyrosine-type recombinase/integrase [Enterobacteriaceae],integration_and_excision,10
WP_001299507.1 MULTISPECIES: IMP dehydrogenase [Enterobacteriaceae],no_hit,11
WP_001299578.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],unknown_function,9
WP_001299599.1 MULTISPECIES: type III secretion system LEE export apparatus protein EscR [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001299664.1 MULTISPECIES: PTS trehalose transporter subunit IIBC [Enterobacteriaceae],no_hit,11
WP_001299679.1 MULTISPECIES: glutamyl-tRNA reductase [Enterobacteriaceae],no_hit,11
WP_001299745.1 MULTISPECIES: TIGR01212 family radical SAM protein [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_001299855.1 MULTISPECIES: CidA/LrgA family protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_001299866.1 MULTISPECIES: cell division protein ZipA [Enterobacteriaceae],no_hit,11
WP_001300035.1 MULTISPECIES: phage minor tail protein G [Enterobacteriaceae],tail,2
